Product Title,Product MRP,Discounted Price,Product Image URL,Product URL,Product Rating,Rating Count
Men Leather Biker Boots,Rs.5999,Rs.3599,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/23086004/2023/9/14/ab6af516-cae2-499a-b581-9f02094c84121694682161711-Red-Chief-Men-Leather-Lace-Up-Biker-Boots-7691694682161205-1.jpg",https://www.myntra.comboots/red+chief/red-chief-men-leather-lace-up-biker-boots/23086004/buy,4.2,38
Women GO Walking Sports Shoes,Rs.6999,Rs.3849,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/22310752/2023/10/16/eaf63c75-3932-4fc6-ab68-44b4d20587f81697444669905SkechersWomenGOWALK6-CARICEWalkingSportsShoes1.jpg",https://www.myntra.comsports-shoes/skechers/skechers-women-go-walk-6---carice-walking-sports-shoes/22310752/buy,4.1,47
Lightweight One Toe Flats,Rs.899,Rs.404,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/25006076/2023/10/5/688ddf05-ec1c-4dbc-b403-db0b106cf1221696502802803-Paragon-Stylish-Lightweight--Durable-One-Toe-Flats-632169650-5.jpg",https://www.myntra.comflats/paragon/paragon-stylish-lightweight--durable-one-toe-flats/25006076/buy,4.1,203
Textured Open Toe Flats,Rs.1999,Rs.499,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/28341308/2024/3/19/225c1358-0502-4ff5-a913-78f12c294f7d1710822773362ADIVERWomenBallerinasFlats1.jpg",https://www.myntra.comflats/adiver/adiver-textured-open-toe-flats-/28341308/buy,4,221
Kids Round Toe Sneakers,Rs.790,Rs.553,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/30076239/2024/7/1/381939d4-5912-4fee-8ded-fc8b0b02716e1719831960797LilLollipopUnisexKidsWovenDesignSneakers1.jpg",https://www.myntra.comcasual-shoes/lil+lollipop/lil-lollipop-kids-round-toe-musical-chu-chu-sneakers/30076239/buy,5,5
Boys High Top Sneakers,Rs.699,Rs.559,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27240388/2024/1/29/9eccac22-4eba-4ad8-80cd-31f0ef6dfcf81706519033671KATSBoysFashion1.jpg",https://www.myntra.comcasual-shoes/kats/kats-boys-high-top-antibacterial-sneakers/27240388/buy,4.5,141
Girls Slip-On Sneakers,Rs.1999,Rs.559,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26651884/2023/12/26/c1c8f6a0-d2f2-4fdb-9681-ef01964e9a2a1703571752839YKGirlsBlackColourblockedSlip-OnSneakers1.jpg",https://www.myntra.comcasual-shoes/yk/yk-girls-black-textured-contrast-sole-comfort-insole-flyknit-slip-on-sneakers/26651884/buy,4.3,566
Boys Spider-Man LED Shoes,Rs.1499,Rs.599,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26716128/2024/3/19/9a1083fb-c3a1-49d9-b7bd-b1862ede0d301710830827873-toothless-Boys-Spider-Man-Printed-Slip-On-Sneakers-893171083-7.jpg",https://www.myntra.comcasual-shoes/toothless/toothless-boys-spider-man-led-shoes/26716128/buy,4.4,52
Kids Round Toe Sneakers,Rs.2499,Rs.599,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/28926606/2024/4/16/822f2f2e-e1b5-4daa-a7f9-936832ff691b1713249985350BAESDUnisexKidsSneakers1.jpg",https://www.myntra.comcasual-shoes/baesd/baesd-kids-round-toe-memory-foam-sneakers/28926606/buy,4.4,125
Kids Printed Sneakers,Rs.2999,Rs.599,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26834026/2024/1/8/1d8e5f8f-602e-47e2-90e1-ea7fea3bc04b1704728549800BAESDUnisexKidsBluePrintedSneakers1.jpg",https://www.myntra.comcasual-shoes/baesd/baesd-kids-printed-lightweight-sneakers/26834026/buy,4.3,583
